0,1,2
0.0149253731343,Augusto Coutinho (SD-PE),Luiz Carlos Hauly (PSDB-PR)
0.0275862068966,Bruno Araújo (PSDB-PE),Luiz Carlos Hauly (PSDB-PR)
0.00684931506849,Eduardo da Fonte (PP-PE),Luiz Carlos Hauly (PSDB-PR)
0.00735294117647,Luiz Carlos Hauly (PSDB-PR),Raul Jungmann (PPS-PE)
0.0175438596491,Giacobo (PR-PR),Luiz Carlos Hauly (PSDB-PR)
0.00862068965517,Luiz Carlos Hauly (PSDB-PR),Pastor Vilalba (PP-PE)
0.0188679245283,Luiz Carlos Hauly (PSDB-PR),Luiz Nishimori (PR-PR)
0.015625,Fernando Monteiro (PP-PE),Luiz Carlos Hauly (PSDB-PR)
0.0136054421769,Luiz Carlos Hauly (PSDB-PR),Mendonça Filho (DEM-PE)
0.0138888888889,Evandro Roman (PSD-PR),Luiz Carlos Hauly (PSDB-PR)
0.0344827586207,Alex Canziani (PTB-PR),Luiz Carlos Hauly (PSDB-PR)
0.00649350649351,Angelim (PT-AC),Luiz Carlos Hauly (PSDB-PR)
0.00806451612903,Alan Rick (PRB-AC),Luiz Carlos Hauly (PSDB-PR)
0.0135135135135,Eli Corrêa Filho (DEM-SP),Luiz Carlos Hauly (PSDB-PR)
0.0143884892086,Gilberto Nascimento (PSC-SP),Luiz Carlos Hauly (PSDB-PR)
0.00699300699301,Luiz Carlos Hauly (PSDB-PR),Pedro Chaves (PMDB-GO)
0.00510204081633,Daniel Vilela (PMDB-GO),Luiz Carlos Hauly (PSDB-PR)
0.016,Lucas Vergílio (SD-GO),Luiz Carlos Hauly (PSDB-PR)
0.0234375,Luiz Carlos Hauly (PSDB-PR),Silvio Costa (PSC-PE)
0.0178571428571,Luiz Carlos Hauly (PSDB-PR),Vicente Cândido (PT-SP)
0.0119760479042,Luiz Carlos Hauly (PSDB-PR),Orlando Silva (PC do B-SP)
0.0048309178744,Luiz Carlos Hauly (PSDB-PR),Marcos Abrão (PPS-GO)
0.00704225352113,Heuler Cruvinel (PSD-GO),Luiz Carlos Hauly (PSDB-PR)
0.012987012987,Luiz Carlos Hauly (PSDB-PR),Thiago Peixoto (PSD-GO)
0.00291545189504,Alexandre Baldy (PSDB-GO),Luiz Carlos Hauly (PSDB-PR)
0.013986013986,Afonso Hamm (PP-RS),Luiz Carlos Hauly (PSDB-PR)
0.0196078431373,Luiz Carlos Hauly (PSDB-PR),Luiz Carlos Heinze (PP-RS)
0.0182926829268,Luiz Carlos Hauly (PSDB-PR),Renato Molling (PP-RS)
0.00326441784548,João Dado (SD-SP),Luiz Carlos Hauly (PSDB-PR)
0.00819672131148,Lucio Vieira Lima (PMDB-BA),Luiz Carlos Hauly (PSDB-PR)
0.0137931034483,Luiz Carlos Hauly (PSDB-PR),Penna (PV-SP)
0.0236686390533,Luiz Carlos Hauly (PSDB-PR),Marcos Montes (PSD-MG)
0.00813008130081,Luiz Argolo (SD-BA),Luiz Carlos Hauly (PSDB-PR)
0.00662251655629,Dr Sinval Malheiros (PV-SP),Luiz Carlos Hauly (PSDB-PR)
0.0367647058824,Arthur Maia (SD-BA),Luiz Carlos Hauly (PSDB-PR)
0.00374531835206,Luiz Carlos Hauly (PSDB-PR),Zé Silva (SD-MG)
0.0132158590308,Heraclito (PSB-PI),Luiz Carlos Hauly (PSDB-PR)
0.0078431372549,Irajá Abreu (PSD-TO),Luiz Carlos Hauly (PSDB-PR)
0.015625,Jhc (SD-AL),Luiz Carlos Hauly (PSDB-PR)
0.00833333333333,Luiz Carlos Hauly (PSDB-PR),Ricardo Bentinho Dias (PRB-SP)
0.00694444444444,Celso Russomanno (PRB-SP),Luiz Carlos Hauly (PSDB-PR)
0.00819672131148,Luiz Carlos Hauly (PSDB-PR),Mainha (SD-PI)
0.00380228136882,Luiz Carlos Hauly (PSDB-PR),Roberto Alves (PRB-SP)
0.030534351145,Luiz Carlos Hauly (PSDB-PR),Paes Landim (PTB-PI)
0.0157480314961,Beto Mansur (PRB-SP),Luiz Carlos Hauly (PSDB-PR)
0.0078125,Luiz Carlos Hauly (PSDB-PR),Sergio Reis (PRB-SP)
